"","mean occupancy","sd occupancy","q025","q5","q975","diff"
"Mycetophilidae sp. SlikokOtu557",0.202982947753177,0.239302774973764,0.00263744073984621,0.0956121902928657,0.855247382308049,0.852609941568203
"Mycetophilidae sp. SlikokOtu700",0.243288347330295,0.25180626383055,0.0126087981940814,0.134652534893703,0.887391762616849,0.874782964422767
"Mycetophilidae sp. SlikokOtu834",0.206213616438715,0.250728971455822,0.00211212690715885,0.0901026986191406,0.889889031007191,0.887776904100032
"Mycetophilidae sp. SlikokOtu882",0.321337478189672,0.270141214604012,0.0182739844855168,0.2288419455023,0.927785334467119,0.909511349981602
"Mycetophilidae sp. SSJAA208-13",0.322798088925213,0.257881992863539,0.0323299349945888,0.236129225919003,0.924294169198544,0.891964234203956
"Mycomya maculata",0.201485637919933,0.250556306052796,0.0022877787183869,0.0845424898577381,0.897488658771179,0.895200880052792
"Mycomya nitida",0.387099584005624,0.135526151085609,0.18426905453951,0.366945595536438,0.729231968881633,0.544962914342122
"Mycomya pulchella",0.210097650884202,0.252613251493895,0.00244434898354397,0.0922551178453455,0.907882464559388,0.905438115575845
"Mycomya shermani",0.186153720285442,0.235618687192714,0.00192652431598606,0.0820610156778528,0.869040625146348,0.867114100830362
"Mycomya sp. BOLD:AAG4937",0.1962023528069,0.240683014124688,0.00223635456835593,0.086744119557288,0.878267082381351,0.876030727812995
"Mycomya sp. BOLD:AAK8903",0.211524719842467,0.258843187240762,0.00235785299690775,0.0890001168139634,0.913599435314947,0.911241582318039
"Mycomya sp. BOLD:ACV7821",0.188101162136043,0.233795297412558,0.00234685387289766,0.084152332365182,0.849003112412229,0.846656258539331
"Mycomya sp. SlikokOtu1355",0.100366585912983,0.123108724100512,0.00899662147382306,0.0635506574533618,0.496256761385981,0.487260139912158
"Mycomya sp. SlikokOtu1450",0.19713609362621,0.237763926056952,0.00193507511640659,0.0862865738202203,0.868184178510347,0.866249103393941
"Mycomya sp. SlikokOtu1533",0.180140688894982,0.22469097721142,0.00229389629268132,0.0771040537937162,0.823365830857712,0.82107193456503
"Mycomya sp. SlikokOtu1610",0.292890675927254,0.258467552419746,0.0205219923867669,0.191722714742511,0.909154141794211,0.888632149407444
"Mycomya sp. SlikokOtu1983",0.179103125638104,0.227950461584683,0.00187907698818305,0.070676033266022,0.833293756226565,0.831414679238382
"Mycomya sp. SlikokOtu1998",0.180666818654486,0.220275647272986,0.00213927649567485,0.084964247687415,0.831801843666065,0.829662567170391
"Mycomya sp. SlikokOtu574",0.257390818136188,0.193244476998875,0.0467873084805259,0.194802333099862,0.786852442907416,0.74006513442689
"Mycomya sp. SlikokOtu659",0.36542109797619,0.25798009170168,0.044941447292076,0.292429873837168,0.935888446474672,0.890946999182596
"Mycomya sp. SlikokOtu770",0.198822262381959,0.161876796323086,0.0412022643692949,0.150149198750029,0.69678847783246,0.655586213463165
"Mydaea furtiva",0.196820280770567,0.246702280195873,0.002092654987957,0.084002852038258,0.887327234553378,0.885234579565421
"Mydaea obscurella",0.191250661537711,0.23687845127184,0.00221841251600725,0.0851643487221576,0.861807838715712,0.859589426199704
"Myospila meditabunda",0.196357911804165,0.239877919740108,0.00200886036077691,0.0870960601503183,0.86655430573671,0.864545445375933
"Nabicula nigrovittata",0.258059216116855,0.249654306832095,0.0253075722903743,0.150467307553509,0.921561754932067,0.896254182641693
"Nabis americoferus",0.249898743640953,0.254076930743441,0.0140701956659278,0.139152441890399,0.908529688983627,0.894459493317699
"Natarsia punctata",0.255216636327618,0.259072215541055,0.0130818017816309,0.138892553796354,0.91426868064888,0.901186878867249
"Nearctaphis kachena",0.192781136458666,0.234010623944156,0.0020478902295151,0.0871182995113086,0.847048171593682,0.845000281364167
"Nematinae sp. SlikokOtu734",0.313585324273419,0.268819029354572,0.018051456395056,0.216163433213504,0.929671113800398,0.911619657405342
"Nematinae sp. SlikokOtu805",0.39932254556062,0.246934596036042,0.0682564868696087,0.355056165365231,0.931559961656502,0.863303474786893
"Nematus leucopyga",0.303642775879098,0.255161792112319,0.0186566310258397,0.23191664054123,0.92113294302018,0.90247631199434
"Neoleria sp. BOLD:ACL9363",0.191031071515757,0.235721643144216,0.00173897983648334,0.0831647767496667,0.85819612732555,0.856457147489066
"Neotelphusa praefixa",0.193429013893756,0.243661502869175,0.00167027077601393,0.0801157312988575,0.881926557265984,0.88025628648997
"Neotylenchidae sp. SlikokOtu2291",0.183321204717073,0.232006396410382,0.00223957191860049,0.0775435200610803,0.848283094243378,0.846043522324778
"Neriene radiata",0.178960110067232,0.170095672672657,0.0258023018880212,0.125867324108147,0.719550154114312,0.693747852226291
"Neuratelia sp. BOLD:ACJ0780",0.204165825351834,0.255898857923997,0.0023241092194033,0.0873223444458657,0.892530469292344,0.89020636007294
"Nothodelphax sp. BOLD:ACK4869",0.456658471131712,0.207867608675636,0.151079041711602,0.415999688280424,0.933863213549861,0.782784171838258
"Nothodelphax sp. BOLD:ACU5128",0.395534846797505,0.250357648151737,0.0653258824746667,0.341660309593984,0.937227922655528,0.871902040180861
"Ochlerotatus communis",0.772311504161149,0.110248003810824,0.550852602940482,0.774646554150874,0.971688814908268,0.420836211967785
"Ochlerotatus diantaeus",0.682750248154908,0.188890725115646,0.317039050462946,0.694580937597191,0.98194941971697,0.664910369254024
"Ochlerotatus excrucians",0.512209184935172,0.235183828471503,0.164061548710284,0.473250780766083,0.969071834558431,0.805010285848147
"Ochlerotatus fitchii",0.176001840338323,0.225655209508343,0.00192528779646525,0.0737290064219558,0.857384521510643,0.855459233714178
"Ochlerotatus hexodontus",0.229821663475812,0.243521903627502,0.0134382884039374,0.127947238658432,0.892405041808427,0.878966753404489
"Ochlerotatus intrudens",0.331548875636411,0.274414385487335,0.0197767179537368,0.244176187509034,0.921488870478958,0.901712152525221
"Ochlerotatus pionips",0.40067626648598,0.257485443976863,0.0645962063411696,0.337108207321712,0.948168103595265,0.883571897254095
"Ochlerotatus punctor",0.334194102276305,0.247972662909776,0.0541420524082312,0.251864127595442,0.934763706942035,0.880621654533804
"Oecetis inconspicua",0.215355845143773,0.258002759832531,0.00195182488153384,0.0928634029592635,0.899492659390927,0.897540834509393
"Ohlertidion ohlerti",0.335084207290608,0.265466963695406,0.0363870349704305,0.240423362679947,0.948204469350053,0.911817434379622
"Oncophanes sp. BOLD:AAH2152",0.22186343628009,0.259858087076376,0.00239145655227424,0.101562847301508,0.895240546213878,0.892849089661603
"Orthocentrinae sp. BOLD:AAG0380",0.18144173378276,0.222703976912895,0.00233256757821092,0.0859269782405901,0.840260432197657,0.837927864619446
"Orthocentrinae sp. BOLD:AAG0955",0.093931416708603,0.110361304100209,0.00837569480195816,0.0621470467943243,0.411027770054793,0.402652075252834
"Orthocentrinae sp. BOLD:AAG0965",0.103655769781565,0.124596013108733,0.00988999531359249,0.0647676669323972,0.494117989003266,0.484227993689673
"Orthocentrinae sp. BOLD:AAH1785",0.223254249114063,0.235154720794595,0.0121651985197656,0.122581492516981,0.870513085279188,0.858347886759422
"Orthocentrinae sp. BOLD:AAQ2967",0.19233965277866,0.242810391096049,0.00208907864681253,0.0802059229842407,0.877774357800613,0.875685279153801
"Orthocentrinae sp. BOLD:AAU9199",0.21101429360633,0.256399272055916,0.00260819731070695,0.0913008678020754,0.914540988006694,0.911932790695987
"Orthocentrinae sp. BOLD:AAU9320",0.301603321957527,0.257600087812563,0.0173023807027194,0.21467395120999,0.906328804029971,0.889026423327251
"Orthocentrinae sp. BOLD:ACD3807",0.208883210151638,0.25418742006634,0.00206735874475331,0.0901235230233498,0.904056914371445,0.901989555626692
"Orthocentrinae sp. BOLD:ACF6482",0.34074793736312,0.248091718570652,0.0493589263499047,0.257806562074834,0.922750999270652,0.873392072920747
"Orthocentrinae sp. BOLD:ACI7070",0.22971483739285,0.266046775809697,0.00175972809380049,0.106966748329167,0.901336380194644,0.899576652100844
"Orthocentrinae sp. SlikokOtu737",0.184013347542612,0.230977133168371,0.00171955544300228,0.0774727747197267,0.836615112535257,0.834895557092254
"Orthocentrus sp. BBHYE562-10",0.182992941547939,0.234780244338997,0.0019175993104452,0.0752895117633436,0.878241711007662,0.876324111697216
"Orthocentrus sp. OPPQG1460-17",0.224536504540262,0.254741628475372,0.00222613180076501,0.110649999182699,0.887374980054236,0.885148848253471
"Orthocladiinae sp. BOLD:AAN5397",0.249285647262897,0.261600341666212,0.0109218075366499,0.130193962137953,0.916734085259756,0.905812277723106
"Orthocladiinae sp. BOLD:AAV6023",0.277314041691506,0.252672429906182,0.0167771028726875,0.185854545251768,0.920420267756238,0.903643164883551
"Orthocladiinae sp. BOLD:ACC1222",0.196133139332458,0.235248200097625,0.00225986322883355,0.0904972621209448,0.843326152214788,0.841066288985954
"Orthocladiinae sp. BOLD:ACC2898",0.296549316846691,0.264755997877747,0.0178317491996206,0.200321022335701,0.924567206422981,0.90673545722336
"Orthocladiinae sp. BOLD:ACL6277",0.0976894607766939,0.117160996614984,0.00816778472954941,0.0614807383596935,0.447648085693244,0.439480300963694
"Orthocladiinae sp. BOLD:ADC8193",0.284941650514867,0.254183944444545,0.0177353521053077,0.192864508670991,0.898545905980305,0.880810553874997
"Orthomiscus unicinctus",0.233184569634622,0.242926217518467,0.0130429727484888,0.134148316353601,0.906402956155808,0.89335998340732
"Pachynematus albipennis",0.278248621809864,0.247514727550736,0.0188248657461027,0.189258790058132,0.893360273000052,0.874535407253949
"Pachynematus sp. BOLD:ACR7759",0.206159641268247,0.241993105885811,0.00205525574291361,0.0998510453237089,0.883325565136384,0.88127030939347
"Pachynematus sp. SlikokOtu1648",0.200397681432649,0.241764607185378,0.00206947955845776,0.0913103383961101,0.866850103484674,0.864780623926216
"Pachypappa rosettei",0.305504016990553,0.27073927680668,0.0199450894675394,0.203687326740527,0.945631636032827,0.925686546565288
"Pantorhaestes xanthostomus",0.242361860008031,0.256851880404159,0.0124979747508134,0.130647594793025,0.934887834265533,0.922389859514719
"Paraphaenocladius impensus",0.229420055532228,0.240946653292171,0.0127559251734979,0.127806341744894,0.875733360786988,0.86297743561349
"Paratanytarsus sp. BOLD:ACD0044",0.210346366057078,0.251228763627265,0.00197244476661399,0.0951158702821127,0.900442156036687,0.898469711270073
"Paratanytarsus sp. BOLD:ACR4469",0.230242333537123,0.239316215645629,0.0116776658260355,0.131982104439897,0.885184390527614,0.873506724701579
"Parochlus sp. BOLD:ACK4643",0.177492120181322,0.218532940246252,0.00229673921344771,0.0817167704953102,0.819501575213552,0.817204836000104
"Parornix obliterella",0.298806092878606,0.264143094961652,0.0172766589576009,0.206826140590567,0.938345340731661,0.92106868177406
"Pauesia sp. BOLD:AAN5124",0.175332837506302,0.227094402018772,0.00184913921552466,0.0752586384684242,0.857555161534357,0.855706022318832
"Pauesia sp. CNFNS993-14",0.210998864106497,0.258667068861844,0.00182425021165816,0.0874909942016532,0.894557074156605,0.892732823944947
"Pauesia sp. SlikokOtu1203",0.207068018456351,0.253013231296746,0.00220290885298474,0.0898443654126058,0.894252607893887,0.892049699040903
"Pauesia sp. SlikokOtu139",0.201223455677595,0.246215500323191,0.00178836876097678,0.0870002940954426,0.896334701135238,0.894546332374261
"Pauesia sp. SlikokOtu597",0.199961587769797,0.251526001178271,0.00191981676873583,0.0842807761413555,0.914296650386761,0.912376833618025
"Pegomya geniculata",0.20820545416923,0.248248370451686,0.0022451882903674,0.0921347484170024,0.888313339086219,0.886068150795851
"Pegomya notabilis",0.207107720428561,0.251675442514911,0.00187067064066369,0.0939526984414129,0.887933176912541,0.886062506271877
"Pegomya sp. BOLD:AAG2464",0.220774801434943,0.261162707138223,0.00214795647582421,0.0935299388567999,0.912088543906534,0.90994058743071
"Pelegrina montana",0.195069103741967,0.235616817294195,0.00204505002224729,0.0886225089697757,0.840113938633608,0.838068888611361
"Periscepsia clesides",0.180108265914638,0.232086085084328,0.00189176874488851,0.0754577078598344,0.859650755434787,0.857758986689898
"Phaenopsectra punctipes",0.185126912153048,0.235273292671197,0.00216118723426558,0.0791713163455914,0.878206604095327,0.876045416861062
"Phaonia apicalis",0.208508379345246,0.250254483637219,0.00200554198673668,0.0928668279973821,0.90712672072847,0.905121178741733
"Phasia aeneoventris ?",0.18359360147528,0.229679933669857,0.00211534287908194,0.0794362788339408,0.869886965009082,0.86777162213
"Pherbellia albocostata",0.348136398927996,0.227957154981982,0.0789607651691542,0.276740408392091,0.908255268978572,0.829294503809418
"Pherbellia sp. SlikokOtu405",0.279328149904477,0.220149219953319,0.0481280969392829,0.202076527533658,0.882602232790015,0.834474135850732
"Pherbellia tenuipes",0.298487333267532,0.26279770943503,0.019412670826594,0.200666170719783,0.916024395974105,0.896611725147511
"Philodromus rufus",0.168973902560649,0.212380415438965,0.00202918797495054,0.0776275020714022,0.780331881429343,0.778302693454393
"Philodromus sp. BOLD:AAA9991",0.241960714751943,0.188887958826999,0.0591833114645459,0.179800100409564,0.840549803605723,0.781366492141177
"Phora carlina",0.190607412175826,0.232014645061303,0.00246835197104431,0.0886783434898012,0.863537659329817,0.861069307358773
"Phora occidentata",0.198917354811607,0.248089167472231,0.0024295587607252,0.0829941548398678,0.874492414770663,0.872062856009937
"Phora sp. BOLD:AAG3238",0.214078009813396,0.253992602790581,0.00195839836359795,0.0958965854872388,0.896840851408236,0.894882453044638
"Phora sp. BOLD:ACB0980",0.200470529903044,0.248671241679471,0.00230819081665342,0.0820353688562797,0.877654293816206,0.875346102999553
"Phoridae sp. BOLD:AAP6413",0.227116647624974,0.268248284024861,0.00243905560984955,0.0933171331708788,0.906788181421511,0.904349125811662
"Phoridae sp. SlikokOtu2333",0.221670896596268,0.26317302044004,0.00199044142227879,0.098717382136409,0.914714071472776,0.912723630050497
"Phronia nigripalpis",0.181444149291822,0.223495605008337,0.0018303597342839,0.0824753780782892,0.81156071349391,0.809730353759627
"Phronia sp. BOLD:ABX4956",0.218091477269549,0.231439353378344,0.0125168083979241,0.122606828226344,0.87777162452053,0.865254816122606
"Phronia sp. BOLD:ACK6383",0.188808531000758,0.239430119796253,0.00215908037554092,0.0779445112532938,0.867566764479965,0.865407684104424
"Phronia sp. BOLD:ACL4028",0.201662805196172,0.249977298904827,0.00206331243411103,0.0856702475852932,0.886789508944399,0.884726196510288
"Phronia sp. SlikokOtu1783",0.200455820423402,0.248002895963092,0.00256281310096623,0.0847594888964353,0.906168277008984,0.903605463908017
"Phylloneta impressa",0.278997232334784,0.251210145226996,0.016889914751382,0.187013614684169,0.900749404033163,0.883859489281781
"Phyllonorycter junoniella",0.318117154825036,0.277178009671976,0.0144415740984456,0.214586436191975,0.949917434282895,0.935475860184449
"Phytosciara flavipes",0.197609545777222,0.242830699145349,0.0025635748957953,0.0879325746160992,0.893385634016371,0.890822059120576
"Phytosciara prosciaroides",0.391524198362411,0.269763903005564,0.0466839112916365,0.325132260081141,0.947144783117059,0.900460871825422
"Phytoseiidae sp. SlikokOtu1978",0.205384012305833,0.250647705641103,0.00212801743671098,0.0872725114455704,0.867387733250841,0.86525971581413
"Pikonema alaskense",0.377455545259404,0.26865398529368,0.0419584373806564,0.295191977629303,0.955852934944186,0.913894497563529
"Pikonema sp. BOLD:AAG3548",0.308860569832594,0.267939164274319,0.0159677132628572,0.210149842909662,0.93972920928417,0.923761496021313
"Pikonema sp. SlikokOtu1057",0.291445393080946,0.261605877432135,0.0188797173326194,0.19051097505934,0.898897210279403,0.880017492946783
"Pikonema sp. SlikokOtu1509",0.306719509256625,0.262694184753852,0.0174759723226191,0.215472298805606,0.910937949582796,0.893461977260177
"Pikonema sp. SlikokOtu808",0.297661366854538,0.267658297876155,0.0169627750154589,0.197267581492699,0.934805183186062,0.917842408170603
"Pimplinae sp. BOLD:AAU9861",0.209449789305092,0.244600950988309,0.00278143987862182,0.0993736591718764,0.881399860609111,0.878618420730489
"Pinalitus rostratus",0.281675473751309,0.180727598357464,0.0681117712008221,0.230619734469099,0.795395292744007,0.727283521543185
"Pipunculus campestris",0.203454371885444,0.24703482815563,0.00239134868388593,0.0894685438268731,0.885999400167671,0.883608051483786
"Pipunculus hertzogi",0.232427030289062,0.242438374497833,0.0138710008618093,0.126497823637397,0.900188837569149,0.886317836707339
"Pipunculus luteicornis",0.306446892564506,0.262144502952338,0.0211273458766223,0.215153536337193,0.931145210952005,0.910017865075383
"Pipunculus sp. SlikokOtu762",0.184385989120902,0.227923923461377,0.00220351366232479,0.0829246909119508,0.831140517564147,0.828937003901822
"Pityohyphantes alticeps",0.554884684202808,0.211123739434499,0.219317050801258,0.527783368680724,0.963299099224975,0.743982048423717
"Pityohyphantes cristatus",0.18014201346945,0.222486646284521,0.00226593032811446,0.0833741348712862,0.847561986819472,0.845296056491357
"Pityohyphantes limitaneus",0.319270246511384,0.253737151305105,0.0363249051716168,0.233372983239675,0.919828374716557,0.88350346954494
"Pityohyphantes subarcticus",0.321109358054133,0.251426739286456,0.0322132376576431,0.24432876505924,0.912008158906662,0.879794921249019
"Platurocypta sp. BOLD:ACC5656",0.216896953367321,0.255770339694748,0.00234609177747258,0.0968869325159243,0.871487844575228,0.869141752797756
"Platycheirus peltatoides",0.185528925473724,0.236682831793235,0.00185960054788527,0.0785617961926166,0.857227000614253,0.855367400066368
"Platycheirus quadratus",0.289073872686184,0.258483489669809,0.0191825246379937,0.196775497929944,0.932424652939307,0.913242128301313
"Platycheirus rosarum",0.231497225387021,0.241967323134045,0.0127536273130926,0.121555748481019,0.855877113576872,0.843123486263779
"Platycheirus sp. angustatus4",0.3153922598726,0.267510331241455,0.0172473606673123,0.228310066905561,0.9407233110785,0.923475950411188
"Platypalpus sp. BOLD:AAV3699",0.381189169894775,0.264099987448074,0.047584603481862,0.30752189916069,0.931159073103579,0.883574469621717
"Platypalpus sp. BOLD:AAV3720",0.194393950244581,0.236264388969184,0.00243879524527845,0.0856913129009161,0.870155875720104,0.867717080474825
"Platypalpus sp. SlikokOtu424",0.291283665099184,0.259088693548688,0.0163025803910898,0.190318357233296,0.914004915732553,0.897702335341463
"Platypalpus xanthopodus",0.312514141136302,0.26399203894167,0.018001545030751,0.225708472002616,0.917596004655935,0.899594459625184
"Platypezina sp. BOLD:ACD8933",0.192003294936663,0.226666800832254,0.00300411757635755,0.0919700108912504,0.813969246264674,0.810965128688317
"Plectiscidea sp. BOLD:AAE4602",0.192099466875174,0.239688209858772,0.00197071717439823,0.0855912648987265,0.881958702283972,0.879987985109574
"Plectiscidea sp. BOLD:AAY4134",0.194737649071177,0.240213233141836,0.00177227384543624,0.0831624148876378,0.858756626887838,0.856984353042402
"Plectiscidea sp. BOLD:ACC6916",0.205282801412313,0.244651042752739,0.00254574545150135,0.0930410718542465,0.864994849706214,0.862449104254713
"Plectiscidea sp. BOLD:ACF4667",0.219882777474705,0.233669722453412,0.0106643804222755,0.120662265977067,0.88838594384721,0.877721563424935
"Plectiscidea sp. BOLD:ACJ0639",0.215475513898593,0.255744605124229,0.0020291718778334,0.098910324548479,0.908397421823973,0.90636824994614
"Plectiscidea sp. BOLD:ADY1613",0.18765176641731,0.242594149156073,0.00160671901321986,0.077242266318144,0.879693946151,0.87808722713778
"Plectiscidea sp. SlikokOtu1808",0.295007870136762,0.260143637271672,0.0191395704396538,0.196176870899306,0.916104239290352,0.896964668850698
"Plectiscidea sp. SlikokOtu2074",0.290113641709968,0.260848374441296,0.0174176768415592,0.191595483759383,0.926706102178059,0.9092884253365
"Plectiscidea sp. SlikokOtu310",0.432849824394978,0.255341016719644,0.0766311199685289,0.390760390326674,0.951624750067165,0.874993630098636
"Plectiscidea venusta",0.191305787877698,0.237702099870112,0.00218663888997859,0.0832731563449066,0.863502355077566,0.861315716187587
"Plectiscus impurator",0.303561867057816,0.262408145008866,0.0191615067899159,0.209102243819488,0.912565780191529,0.893404273401613
"Plunomia sp. BOLD:AAG6897",0.230653460767221,0.242373190276764,0.014614473817987,0.126127667916081,0.894819365107321,0.880204891289334
"Polyblastus sp. SlikokOtu462",0.2040370850805,0.245852104135469,0.00173906028677346,0.0904764027492106,0.876700376254226,0.874961315967452
"Polypedilum cultellatum",0.218077767634338,0.263817530845665,0.00287152058772172,0.094250346349677,0.931189373022717,0.928317852434995
"Polypedilum sp. BOLD:AAC4537",0.29450155205441,0.253550343851191,0.0203949113595675,0.209372901891654,0.915155327966107,0.89476041660654
"Polypedilum sp. BOLD:AAM6206",0.179395082081554,0.226222382123273,0.00194702344496418,0.0781748666566601,0.825984644046455,0.82403762060149
"Polypedilum sp. BOLD:AAN5344",0.241841083400478,0.255616256314602,0.0134701055318545,0.129629606382187,0.917148504411056,0.903678398879202
"Polypedilum sp. BOLD:ABV1223",0.231505562756281,0.244596362239535,0.0115675265750391,0.127908859178004,0.884045397134033,0.872477870558994
"Polypedilum tritum",0.206398124029311,0.256521983749978,0.00229172857333755,0.0828331666994768,0.896219953646639,0.893928225073301
"Praon cf. flavinode",0.167315307046297,0.222209016164002,0.00197707887396824,0.0697132387349578,0.831622418793356,0.829645339919388
"Praon sp. BOLD:ACF1737",0.30670186211238,0.261526823999897,0.0187367064102971,0.218754800473627,0.932601789923147,0.91386508351285
"Praon sp. BOLD:ACG2836",0.199198219944578,0.250947731292986,0.00160762310957151,0.0817082048715337,0.879764790303819,0.878157167194248
"Praon volucre",0.285226057773702,0.259472351255701,0.0170678744182865,0.181483545725462,0.925748997531331,0.908681123113044
"Prionocera turcica",0.229948420190088,0.239335668729375,0.0136552659513782,0.123696310686644,0.884763315007851,0.871108049056472
"Pristiphora mollis",0.297442306702713,0.255542679347804,0.0173622406249972,0.209821578966669,0.920173910691804,0.902811670066807
"Proclitus ardentis",0.274739340028083,0.248040577219109,0.0173980672777635,0.182017849242313,0.896543498854862,0.879145431577099
"Proclitus paganus",0.204324556237614,0.243935696243012,0.00146114479357467,0.0944366331382958,0.876221113516598,0.874759968723023
"Proclitus sp. SlikokOtu1005",0.191008970244541,0.238901593804205,0.0020235292775784,0.0793995929507179,0.878034270439174,0.876010741161595
"Proclitus sp. SlikokOtu1811",0.284751930034084,0.255524382840301,0.0180362201523235,0.194496890263253,0.902665638308009,0.884629418155686
"Proclitus sp. SlikokOtu2231",0.188525504712386,0.239685921834959,0.00150347742844511,0.0762162296724007,0.881297562339166,0.87979408491072
"Proctotrupidae sp. BOLD:AAG7970",0.205474886451274,0.250298292053311,0.00231612378183168,0.0898199931208909,0.89206658098029,0.889750457198458
"Prosimulium sp. BOLD:AAA1296",0.288945962055014,0.252554990098612,0.0191049484371015,0.197534766297458,0.907263054348916,0.888158105911815
"Prosimulium travisi",0.314583095664661,0.264130928093809,0.0201127023686058,0.225135490312644,0.9219327217735,0.901820019404895
"Protapanteles sp. BOLD:AAA7147",0.307915877221071,0.268007560280206,0.0175080927810847,0.219037973079888,0.91084500470298,0.893336911921895
"Protapanteles sp. BOLD:ACI4084",0.196120250764072,0.239125890634555,0.00236520172455918,0.08517810616402,0.852802634524548,0.850437432799988
"Psallus falleni",0.202837881964523,0.244451320358855,0.00225493697984434,0.0927764130463943,0.873650033973917,0.871395096994073
"Psectrocladius fennicus",0.192888205323966,0.239119880469335,0.00172541739670766,0.0860700235865239,0.86679928665651,0.865073869259803
"Pseudolimnophila inornata",0.0940986232751531,0.111507690655368,0.00812442144315611,0.0613384005114447,0.428334409950232,0.420209988507076
"Psilidae sp. BOLD:AAF9705",0.144246423406225,0.0782330924483722,0.047318394741716,0.131373704066441,0.317914031060426,0.27059563631871
"Psychodidae sp. BOLD:ACC1296",0.236060443529607,0.249353362230081,0.0110775131086159,0.128622146344382,0.892987719864003,0.881910206755387
"Psylla striata",0.209742007860509,0.253036757338609,0.00172323448546834,0.0888828030770137,0.88968533341705,0.887962098931582
"Psyllidae sp. BOLD:AAG8690",0.23845394080972,0.251172269938693,0.014137113587497,0.12672375672212,0.911217877262202,0.897080763674705
"Rhagonycha mandibularis",0.680812063644078,0.175466281557951,0.354805864340741,0.678092337870486,0.980692869020657,0.625887004679917
"Rhamphomyia barypoda",0.386706410071858,0.273792353242686,0.0421249553002666,0.307617784431676,0.95807403939031,0.915949084090044
"Rhamphomyia sp. BOLD:ABY3641",0.255574418314632,0.256609876451029,0.0143118497583999,0.141220251955731,0.906349141165959,0.892037291407559
"Rhamphomyia sp. BOLD:ACG3627",0.201385473908217,0.23874212840713,0.00238668940774576,0.0973261583209044,0.871520472154406,0.86913378274666
"Rhamphomyia sp. SlikokOtu1249",0.205836130667298,0.245967710456965,0.00268190928521972,0.09390466056356,0.878076353655569,0.875394444370349
"Rhamphomyia sp. SlikokOtu2002",0.210877639385483,0.251269443853281,0.00248835057133197,0.0940807436151851,0.897641067787513,0.895152717216181
"Rhamphomyia sp. SlikokOtu519",0.200511563038561,0.248219263539697,0.00237047766698943,0.0922842341471941,0.899599663225493,0.897229185558504
"Rhamphomyia sp. SlikokOtu949",0.177241449927287,0.222843193739952,0.00121374807868835,0.0772231611136785,0.824626940615295,0.823413192536606
"Rheocricotopus sp. BOLD:ACM7368",0.29791070924896,0.26139700145946,0.0183192005302735,0.214054528188634,0.93906031482035,0.920741114290077
"Rheotanytarsus pentapoda",0.194737061658069,0.249861144787043,0.00165975437609182,0.0759884214861627,0.878135085359203,0.876475330983111
"Rhopalopterum carbonarium",0.207609701499942,0.232520646426198,0.0109775670366347,0.112315501694422,0.884020947015199,0.873043379978564
"Rhopalopterum soror",0.144659977150254,0.162469734819376,0.018367871005039,0.0938362860983216,0.717608663253651,0.699240792248612
"Rhopalopterum sp. BOLD:ACI8642",0.240146875506098,0.249110004514161,0.0119624805713186,0.135246458065862,0.900728314117128,0.88876583354581
"Rhopobota naevana",0.202720626629398,0.248792912234288,0.0027048070982256,0.0885405730907001,0.917336237206172,0.914631430107946
"Rhysodromus mysticus",0.225558384481363,0.244190568942587,0.0100304224110336,0.112884489246462,0.883721736207116,0.873691313796082
"Rugathodes aurantius",0.203357348261607,0.247526859644069,0.00189144359481674,0.0911700201500568,0.908066885915782,0.906175442320965
"Rymosia pinnata",0.185538261369665,0.234613767465822,0.00171042545168362,0.0795977240473888,0.863036339033639,0.861325913581956
"Sapromyza sp. TAW1",0.338796815193228,0.26858719171142,0.0356502734027772,0.245019998518296,0.9585679245098,0.922917651107023
"Sarcoptiformes sp. SlikokOtu1224",0.230169843958615,0.236064224909102,0.0131361066096693,0.126215085342372,0.870504366851669,0.857368260242
"Sarcoptiformes sp. SlikokOtu2297",0.20884165141615,0.255159082450598,0.00215330107453695,0.0900598499921876,0.894636310955477,0.89248300988094
"Sargus decorus",0.179373813898982,0.217413825241166,0.00232467482564108,0.0773902355390815,0.798182450034467,0.795857775208825
"Scaptomyza sp. BOLD:ACG6466",0.282036437727518,0.248762886911805,0.0172288359197818,0.193704393433732,0.909363103176742,0.89213426725696
"Scaptomyza trochanterata",0.100656303422135,0.123900208142858,0.00771325244947558,0.0635461989144555,0.510415175026065,0.50270192257659
"Scatopsciara atomaria",0.199987749359302,0.240152313674868,0.00256809931189753,0.0914994237122207,0.855420380073545,0.852852280761648
"Scatopsciara neglecta",0.202930143830768,0.254097517492954,0.00226227608118693,0.0866977483564384,0.918975771622882,0.916713495541695
"Scatopsciara sp. SlikokOtu1799",0.206337589134502,0.245336425451777,0.00219414017310739,0.0899036699502337,0.867698226333524,0.865504086160417
"Scatopsciara sp. SlikokOtu602",0.190975672717862,0.239205062007923,0.00180371835273928,0.0789587152238622,0.881452394769515,0.879648676416776
"Sceptonia fumipes",0.18089565169247,0.226536271347482,0.00229130853705249,0.0798134764275947,0.839937686089248,0.837646377552196
"Sceptonia membranacea",0.228610575062094,0.268751809308933,0.00178448268179002,0.105387099307149,0.923208802780236,0.921424320098446
"Schoenomyza sp. BOLD:AAG1777",0.299979536089262,0.255922020365572,0.0187052411204611,0.215423365446624,0.907855263903545,0.889150022783084
